"","Id","groupId","matchId","assists","boosts","damageDealt","DBNOs","headshotKills","heals","killPlace","killPoints","kills","killStreaks","longestKill","matchDuration","matchType","maxPlace","numGroups","rankPoints","revives","rideDistance","roadKills","swimDistance","teamKills","vehicleDestroys","walkDistance","weaponsAcquired","winPoints","winPlacePerc"
"3630871","a11a438fddb298","6e1f9219a57766","09c30ff5dab83a",0,0,0,0,0,0,52,994,0,0,0,1915,"squad-fpp",26,25,-1,1,0,0,0,0,0,3586,4,1492,0.6
"3378403","cec246c49ef98a","5152f2ad163659","1eb671d3f55ff9",1,3,160.6,1,1,3,24,0,1,1,3.839,1403,"duo-fpp",47,47,1497,0,0,0,0,0,0,2796,9,0,0.8261
"602939","ad21c468fdf61c","6cdd07f330696a","bdce524d158858",0,0,44.76,0,0,0,99,0,0,0,0,1275,"squad-fpp",29,29,1488,0,0,0,0,0,0,43.5,1,0,0
"2787497","d1220b6b46384d","1deeac6c8add55","72a525b594fdc3",0,0,55.8,2,0,0,32,0,1,1,101.5,1340,"squad-fpp",25,25,1411,0,0,0,0,1,0,975.2,3,0,0.5
"2889501","aa49a06a6aec30","ea4b754972569d","0c1e315a8ee423",0,1,175.2,1,0,0,49,0,0,0,0,1146,"squad-fpp",28,26,1522,0,166.9,0,0,0,0,698.4,8,0,0.8148
"1507716","d151b14d6a95ec","642270aa8066d1","2eb6dc23c3086c",0,0,0,0,0,0,62,0,0,0,0,1845,"duo",46,40,1500,0,0,0,0,1,0,386,0,0,0.2222
"2757062","23474169e476bc","d581aa89e13154","3f2714005f08f7",0,0,0,0,0,0,95,1459,0,0,0,1948,"duo-fpp",49,48,-1,0,0,0,0,0,0,12.5,1,1551,0.0208
"1103638","7593beacb441a0","2c264ce728b856","ce2e189e6be92c",0,1,0,0,0,1,40,1419,0,0,0,1349,"squad",25,24,-1,0,0,0,0,0,0,3091,5,1501,0.9167
"2220630","7b94f1ed025067","3855ba12ec28f2","8c2cff822dac46",4,6,711.6,3,0,2,2,0,6,2,141.4,1907,"duo-fpp",49,45,1453,0,5414,0,0,0,1,2192,6,0,1
"4093301","20ede448f14a11","e3b56fdc52cd5e","4e8aee4ccaf578",0,2,117.4,0,0,0,12,0,2,1,13.76,1362,"duo-fpp",46,46,1455,0,0,0,0,0,0,1903,3,0,0.8667
"2704081","21bf3556dc1090","5c0638e16ab2a2","7bfdbc622816cd",0,0,0,0,0,0,82,0,0,0,0,1386,"squad",29,29,1461,0,0,0,0,0,0,16.55,1,0,0.1786
"1825399","18e191b6bc9eb1","7a8bbc05e1078e","d077f0c9fd9ccc",0,1,58.8,0,0,0,49,0,0,0,0,1320,"solo-fpp",94,93,1500,0,199.1,0,38.66,0,0,2111,2,0,0.8172
"3673236","e6d973d6cf3d41","69bb121461e699","b71cb04edc0e83",0,0,0,0,0,0,76,0,0,0,0,1217,"squad-fpp",28,28,1472,0,0,0,0,0,0,337.6,4,0,0.2963
"1385497","5bed33c6c78d9c","f7a0fa2a7ac3f7","5d90e4407855bc",0,2,402.9,1,1,5,28,0,1,1,156.7,1345,"squad-fpp",27,27,1534,1,0,0,0,0,0,2288,4,0,0.7308
"3653469","f201556764e922","6984e293630ae4","ac1492b9605500",0,1,99.33,0,0,0,88,1427,0,0,0,1387,"duo-fpp",50,49,-1,0,0,0,0,0,0,79.9,3,1571,0.0816
"1504611","68eaac26ad0645","4c940dde912e70","b783e4275ed190",0,4,28.2,0,0,4,45,1088,0,0,0,1886,"squad",25,25,-1,0,12.74,0,0,0,0,5082,7,1508,0.6667
"3609526","ffbe17e5abebed","5e68c5233fda9b","69591b10d5e110",0,0,25.33,0,0,0,79,0,0,0,0,1360,"squad-fpp",25,25,1412,0,0,0,0,0,0,215.4,2,0,0.0417
"219214","0af15128d19599","919fb50b2a1d7d","e387186b006c9d",0,0,0,0,0,0,72,0,0,0,0,1374,"squad",27,26,1496,0,0,0,0,0,0,67.5,0,0,0.2692
"40317","10e6c6c0a1c1a0","b6598b6b02ffb0","f76388d67eeceb",0,3,0,0,0,8,45,988,0,0,0,1801,"duo-fpp",49,49,-1,0,5580,0,0,0,0,2313,9,1466,0.7917
"470299","e6195c2f56e853","da463fee152457","98ee38d0a18d6d",0,2,28.94,0,0,3,43,0,0,0,0,1926,"squad",26,26,1403,2,0,0,0,0,0,3070,11,0,0.92
"4332605","08f15faf07d277","6b2dfff8976bed","0e968be47fe287",0,0,100,0,0,0,47,0,1,1,3.973,1403,"solo-fpp",96,95,1485,0,0,0,0,0,0,14.41,1,0,0.0421
"111487","6292b11e77676d","c83f3ab54d766b","e5dc32ab96eab9",0,0,0,0,0,0,90,0,0,0,0,1243,"squad-fpp",28,28,1342,0,0,0,0,0,0,36.42,0,0,0
"1300113","75b51085fc3ad1","fc73363e55d0a4","064ddb6e6aea08",0,0,0,0,0,0,56,0,0,0,0,1810,"duo-fpp",47,44,1489,0,0,0,0,0,0,1542,2,0,0.5
"2126009","11fd669cb5ffdf","258b3ca3c61b54","2ce912815a04f0",0,0,46.77,0,0,0,51,1191,0,0,0,1312,"squad-fpp",29,29,-1,0,0,0,0,0,0,2159,5,1502,0.7143
"1289307","c35c1f2f01b4e4","cb2a4b348b84b8","f115fff07420f5",0,0,48.08,0,0,0,80,1418,0,0,0,1368,"solo-fpp",99,98,-1,0,0,0,0,0,0,96.07,2,1537,0.2347
"252802","2a9d36031e7fe9","bbb083108a6ffa","3ce2a49dd03d2c",0,1,200,0,0,0,10,0,2,1,106.5,2191,"solo",91,85,1497,0,1970,0,0,0,0,1930,5,0,0.6556
"3981844","53aaa4e616834c","c4a4749960ee02","04e7699d7dd0a5",0,1,19.35,0,0,0,50,0,0,0,0,1356,"duo-fpp",48,47,1488,0,0,0,0,0,0,1645,5,0,0.7021
"1786166","1adfe9b63bc6bb","8823c35b93de21","3fccffc751050d",1,0,150.8,1,0,0,22,1370,1,1,31.09,1320,"duo-fpp",48,46,-1,0,0,0,0,0,0,2447,8,1612,0.9149
"3877114","ec2bb5988366b7","75bfc2091b7cf3","77003c4aa373b2",1,7,359,0,0,1,12,0,2,1,41.46,1380,"squad",27,27,1451,1,0,0,0,0,0,3602,5,0,0.9231
"3966900","11fbd9a8dc6849","393654a2b257e1","35ed1c627a86d1",0,1,100,0,0,2,27,1245,1,1,36.94,1304,"squad-fpp",29,29,-1,0,0,0,51.45,0,0,1854,9,1405,0.7143
"2315362","a0e2bff91e4ee0","639d54d3443b84","b783e4275ed190",1,1,206.8,0,0,1,36,1254,0,0,0,1886,"squad",25,25,-1,0,5128,0,14.68,0,0,3915,4,1556,0.875
"3744537","4434705565b58e","29b869cb5f664b","fc31d1fda3dc52",0,0,0,0,0,1,69,1504,0,0,0,1379,"squad-fpp",29,28,-1,0,0,0,0,0,0,360.6,3,1571,0.3571
"664637","57cc2b8d089da3","b3d1e8cdd68cb1","89c0186a52c4ed",0,0,79.79,1,0,0,79,0,0,0,0,1471,"squad-fpp",27,27,1465,0,0,0,0,0,0,201.1,2,0,0.1923
"1860929","9438ae500c761e","109bd72ff3838d","21fdff44f1e96a",0,0,0,0,0,0,79,0,0,0,0,1370,"squad-fpp",28,27,1399,0,0,0,0,0,0,437,6,0,0.1852
"4381906","ffe0f0a0cc3e3c","6a824fdff450b0","528c2ee5e6dae9",0,2,265.4,1,0,11,17,1227,2,1,33.64,1367,"duo-fpp",49,49,-1,0,107,0,0,0,1,980.6,7,1517,0.7083
"2655011","685137c831f442","7bcf144af061a8","0ce6e750391545",0,3,100,0,0,0,27,1092,1,1,11.7,1403,"solo-fpp",96,96,-1,0,0,0,0,0,0,361.2,4,1505,0.8842
"4312300","3a518a67b7731b","332ad704b82697","14af1399c89c13",2,5,339.5,3,1,3,10,0,3,1,84.46,1401,"squad",26,26,1514,0,0,0,0,0,0,2242,8,0,0.76
"1372552","f5a89e603a9e49","c38bdc48d41e98","1cf0a3a9f4fb61",0,0,72.93,0,0,0,65,0,0,0,0,1871,"squad-fpp",24,22,1479,0,0,0,0,0,0,440.1,2,0,0.2609
"559630","8561b00affb3d0","7eb8d0f47a55b4","5a0029c3ab2d60",1,1,63.86,0,0,1,65,1019,0,0,0,1882,"squad-fpp",28,28,-1,0,0,0,0,0,0,524.4,2,1508,0.2963
"170882","5dc9335afbd2f0","d55d682aac0926","78ef17fabefcdb",0,5,32.88,0,0,1,28,0,1,1,33.72,1389,"duo",49,48,1613,0,0,0,0,0,0,2745,6,0,0.9583
"2823775","e3707218705665","2b884ae2aff730","078f7d05be7022",1,4,177.7,1,1,6,14,0,2,1,55.94,1292,"squad",27,26,1434,0,0,0,0,0,0,3453,6,0,0.9615
"2178080","a389c195387366","1e2980bd0f1a6b","afe98c810701f7",0,0,54.6,0,0,0,68,0,0,0,0,1952,"duo",47,46,1497,0,0,0,0,0,0,360.6,4,0,0.3478
"1579130","7ccd209ae272b2","b4018a2bf28dc1","1aeea2cd7ae855",0,0,33.11,0,0,0,81,1448,0,0,0,1196,"duo-fpp",49,45,-1,0,0,0,0,0,0,64.43,1,1517,0.125
"2426431","2636df95acae27","95aec504e00f5f","75559dd09c7bf7",0,1,124.5,1,0,0,22,0,1,1,5.223,1925,"duo-fpp",47,43,1522,1,3952,0,0,0,0,1253,4,0,0.7174
"3214109","c6f0b692190112","7d4280cc839553","23aad3983c7bcd",0,0,77.4,0,0,0,82,1542,0,0,0,1374,"squad-fpp",29,29,0,0,0,0,0,0,0,172.9,2,1449,0.1786
"621489","e595ad62d92426","02c69b913128b8","5fa6ba9d08ed0e",0,3,74.51,1,0,2,24,1442,1,1,8.588,1738,"squad-fpp",30,30,-1,1,1843,0,0,0,0,3170,6,1537,0.7931
"1007281","3cb8cfb7f5409f","46ff289e8e1d38","acb1b42f78d975",0,0,78.26,0,0,0,82,0,0,0,0,1272,"duo",49,47,1503,0,0,0,0,0,0,11.83,1,0,0.2083
"1247302","04a1b92e460374","4014d6a945cd81","76745b12e7f77d",1,2,94.08,0,0,2,58,0,0,0,0,1889,"duo",50,46,1558,0,957.7,0,0,0,0,918.5,3,0,0.6531
"3587307","10ebc443e6c2ff","392d44b3e38f4f","056a0decb2c322",0,0,0,0,0,0,73,0,0,0,0,1870,"squad-fpp",27,27,1504,0,0,0,0,0,0,163.7,1,0,0.2692
"80597","2a32f99e950bdb","b02d5097cb0a1b","012194512980ad",1,4,36.79,1,0,2,26,0,1,1,21.73,1233,"squad-fpp",27,25,1443,0,0,0,0,0,0,2625,3,0,0.7692
"2627427","a55f137951b3e8","2287ff8c4d1b1a","b57326f7697318",0,0,0,0,0,0,80,1003,0,0,0,1386,"solo",96,96,-1,0,0,0,0,0,0,56.08,1,1501,0.1895
"1004340","c0be29006a6ecd","684144401b5920","467438e473f624",0,0,0,0,0,0,78,1280,0,0,0,1376,"solo-fpp",99,97,-1,0,0,0,0,0,0,54.81,2,1459,0.2143
"929035","9698c472988e26","50473a375b27ad","d58b1bd7b681cc",0,0,0,0,0,0,53,1185,0,0,0,1364,"duo-fpp",48,45,-1,0,0,0,0,0,0,1063,3,1518,0.5319
"2044924","e5eb18521ed23c","69821ab8e6fc66","8809b64e7dec08",0,0,0,0,0,0,68,0,0,0,0,1815,"squad",26,24,1489,0,0,0,0,0,0,183.9,3,0,0.12
"465414","ee2a8523c0a1c8","cff3b180a6ae07","04d2cac88353a7",0,5,175,0,2,1,14,0,2,1,20.58,1379,"solo-fpp",94,94,1521,0,0,0,0,0,0,1692,5,0,0.8065
"2274780","3edbefda24709c","f3a345522f0b4b","3af3d9171038bf",0,0,0,0,0,0,98,0,0,0,0,1340,"squad-fpp",30,30,1450,0,0,0,0,0,0,6.238,0,0,0
"3477910","54084babf529a9","63bb1cba19fa32","8ccc6a316742a4",0,1,242.1,1,1,0,17,0,2,1,72.88,1340,"duo-fpp",49,47,1487,0,0,0,0,0,0,1868,6,0,0.7292
"3481078","e4443b721bb884","921f39d571d8a8","5bbe86ada9b428",0,0,0,0,0,0,48,1266,0,0,0,1380,"solo-fpp",94,94,0,0,0,0,0,0,0,1387,5,1533,0.7527
"3874130","3b82538f72e93c","5ec6ff2b66f8d7","d07bbd8f6ff94c",1,5,567.6,5,2,8,1,1514,7,2,104.5,1438,"squad",28,26,-1,1,0,0,0,0,0,3087,7,1514,0.963
"775106","13c639c1b564f3","2affa0b74b32a1","67bebc39259673",0,1,54.45,1,0,3,58,0,0,0,0,1310,"squad-fpp",27,27,1458,1,1355,0,0,0,0,955.5,3,0,0.6154
"4263067","93bed5ea4ea167","a962d71807b43a","35288e148dd829",0,0,0,0,0,0,89,1000,0,0,0,1457,"solo",98,97,-1,0,0,0,0,0,0,6.892,1,1500,0.1237
"2254791","e39e6ecfba5933","00dbc603f5e013","24ce84e579627d",0,0,0,0,0,0,54,1239,0,0,0,1356,"squad-fpp",30,30,-1,0,0,0,0,0,0,884.9,5,1478,0.5172
"2279027","90a41e794d5d88","d2d52745f0eae5","a1467174f352a7",0,0,26.8,0,0,0,48,0,0,0,0,1899,"solo-fpp",94,92,1500,0,0,0,0,0,0,2426,3,0,0.7634
"533614","a0c8c29906f4cb","7ed35015138f3a","e6028114f3960f",0,0,37.73,0,0,0,83,0,0,0,0,1367,"duo-fpp",49,45,1628,0,0,0,0,0,0,24.41,2,0,0.1042
"2714229","c75353c2d4a0cf","27dfbbd325a004","ac7515f702251c",0,3,596.8,4,1,1,7,1476,3,1,196.3,1317,"squad-fpp",26,25,-1,0,1204,0,37.49,0,0,2336,6,1513,1
"929952","e15421505b8077","15be84a8f73490","97e639ca02065f",0,0,34.69,0,0,1,54,0,0,0,0,1361,"squad-fpp",29,29,1661,0,0,0,20.26,0,0,1904,2,0,0.5357
"1801254","946b464a653bee","3df85196456a47","0d22134dbf97e2",0,1,300,2,0,0,9,0,3,2,77.54,1857,"squad-fpp",26,25,1426,0,0,0,0,0,0,823.6,6,0,0.24
"2137574","c2de4030724843","ba0027ce3252e7","49451460a76445",0,0,0,0,0,1,70,0,0,0,0,2027,"duo-fpp",49,48,1507,0,2556,0,0,0,0,390.6,3,0,0.4375
"1071388","169b7f68e9f95d","1382bd04dcee38","c9c1afa5588cbe",0,0,100,1,0,0,90,1000,0,0,0,1724,"duo-fpp",49,47,-1,0,0,0,0,0,0,78.11,3,1500,0.0833
"2023634","b24b90aef1f0af","8e8b15c9f1e863","95b79552798df6",0,0,0,0,0,0,77,1223,0,0,0,1883,"squad-fpp",28,27,-1,0,0,0,0,0,0,399.4,3,1457,0.2593
"3897891","b230a26fe0c1a9","e0b3049aeabc33","39495cd8db43ff",1,0,133.4,0,0,3,53,1464,0,0,0,1868,"duo-fpp",46,43,-1,0,7311,0,0,0,0,942.8,4,1544,0.5778
"3502431","0c0d84013450e0","6e879db49e3056","74929c94dd0ceb",0,4,163.5,1,0,1,30,0,1,1,12.68,1314,"squad-fpp",27,26,1916,2,0,0,0,0,0,2516,4,0,0.8077
"3024587","ba51bdb10eabe7","f0c5f40a2915ef","9c8673481688d2",3,6,564.1,2,2,5,2,0,6,2,439.1,1833,"squad-fpp",29,28,1611,0,783,0,0,0,0,5007,8,0,1
"3159037","23aff978169932","e416d07ecece19","487ba5453257ef",0,5,264.5,2,0,3,6,1392,3,2,158.4,1847,"duo",46,44,-1,1,7702,0,0,0,0,2126,5,1650,0.9556
"1669162","e7e15d8a7daf9f","55817530d69233","d1b643588a5756",0,1,197.9,1,0,0,10,0,2,1,248.6,1834,"squad",30,29,1713,0,589.8,0,0,0,0,2757,5,0,1
"4269935","df7a344b4c5280","f02d5330966827","1f0a2d0a518c62",0,2,200,0,0,0,22,994,2,1,32.54,1419,"solo",92,88,-1,0,0,0,0,0,0,807,2,1497,0.4945
"2167720","21d442a71462ba","ec7083ac5271af","458ceda8ba6374",1,5,696.6,6,1,2,2,0,6,2,31.35,1276,"squad-fpp",27,25,1502,0,0,0,0,0,0,1305,3,0,0.6154
"2423323","566b82b3b61865","d84633780e6b98","a9435a12093a95",2,6,491.4,5,2,5,3,0,4,4,141.2,1929,"squad-fpp",28,25,1426,0,6870,0,0,0,0,2541,6,0,1
"1710657","afabc61fec9cc2","e9a5a98bf5d059","676a44ff3fd3e5",0,0,115.4,1,1,0,25,0,2,2,63.54,1816,"duo-fpp",48,46,1489,1,0,0,0,0,0,256.7,3,0,0.1702
"338571","d88dcf0bafe324","9a1f5ea9c05ced","8f3cb85c3a56cf",0,0,0,0,0,0,86,1231,0,0,0,1298,"squad",28,28,-1,0,0,0,0,0,0,93.16,1,1465,0.037
"3959619","fb3b3749029ae0","714f32c40bcbf5","5763b93e375b4a",0,0,185.7,1,1,0,28,1184,1,1,13.71,1871,"squad-fpp",28,27,-1,0,0,0,0,0,0,34.74,2,1420,0.7037
"2347402","7f924125ba4e3a","ae6ce2b2d1eb5f","96767b152b1a56",0,5,53.8,1,0,0,20,0,1,1,6.334,1327,"squad-fpp",30,28,1459,0,0,0,0,0,0,2218,4,0,0.8966
"577002","5528f609ab118b","c6b9010f7bbd26","6b15eea029b965",0,0,81.91,0,0,1,60,1043,0,0,0,1374,"solo",86,84,-1,0,0,0,0,0,0,149.9,4,1491,0.3176
"2431180","a20b117703e257","48f46f53fde964","ec20feac634200",0,0,371.4,1,3,0,10,0,3,3,11.49,1317,"squad-fpp",28,24,1453,0,0,0,0,0,0,199.4,1,0,0.2222
"1505382","86202d505443b2","09f6c88357880f","0d2da4151d0eb8",0,0,0,0,0,0,89,0,0,0,0,1776,"squad-fpp",30,27,1344,0,0,0,0,0,0,13.32,1,0,0
"1741827","8a8457723f620f","812a2bf318e476","a6d0c30d7833b5",0,0,0,0,0,0,82,0,0,0,0,1466,"solo-fpp",96,96,1472,0,0,0,0,0,0,16.5,2,0,0.1895
"1592636","fcb5c17b3db6f5","769a4b57b4e15e","5c51bd5625775e",0,0,46.55,0,0,0,85,1237,0,0,0,1411,"solo-fpp",97,96,-1,0,0,0,0,0,0,19.22,1,1498,0.1354
"3779539","cc0ae420e1ba36","e0e8fdb0d649ac","5632bc6ba419ba",0,1,254.1,1,0,0,59,1324,0,0,0,1288,"duo-fpp",50,47,-1,0,0,0,0,0,0,1173,4,1446,0.6531
"684376","51f7998d815878","17d67db773afe6","63ed94a8894372",0,2,170.6,1,1,2,30,0,1,1,13.61,1357,"duo-fpp",48,48,1494,0,0,0,0,0,0,725.3,3,0,0.5106
"3920906","14b2c2bb1872b5","6f983b931c83fb","bc6199855514d9",0,0,0,0,0,0,93,0,0,0,0,1384,"solo-fpp",94,93,1576,0,0,0,0,0,0,0,0,0,0
"3501877","21bf4ba9b9be3a","144aa9a859aed2","904e5c2c9885d8",0,0,377.4,1,0,0,60,0,0,0,0,1397,"duo-fpp",48,46,1491,0,0,0,0,0,0,1368,2,0,0.5745
"169026","5f520072a792c2","9eea16b6a2d3d9","e347d595d440fb",0,0,0,0,0,0,97,0,0,0,0,1376,"duo",49,47,1500,0,0,0,0,0,0,5.548,1,0,0
"4067085","ba9460f8953338","72e087c03f530e","f0dfedfff2382b",0,1,81.47,0,0,1,59,1350,0,0,0,1393,"squad-fpp",31,31,-1,0,0,0,0,0,0,1859,4,1508,0.5
"3025543","793ce737c76a9c","5f74b1e18d8c96","fffe562611d981",0,0,109.3,1,0,1,64,1337,0,0,0,1204,"squad-fpp",26,23,-1,0,0,0,0,0,0,162.6,2,1448,0.32
"144152","06bf45a80e133f","aec94f7f62d009","d09c2871688122",0,2,333.9,3,0,3,8,1151,4,4,37.01,1831,"squad-fpp",29,27,-1,0,2605,0,0,0,0,1153,4,1532,0.4286
"1602950","3d38e40aefc22d","6d3b2e7d90b8ac","53d2339297911c",0,0,0,0,0,0,88,0,0,0,0,1308,"squad-fpp",27,27,1436,0,0,0,0,0,0,29.36,0,0,0.0385
"754289","1f8f310ae14eaa","ede52dfc910810","6c388bf4a2df9a",0,0,0,0,0,0,94,0,0,0,0,1852,"squad-fpp",29,29,1458,0,0,0,0,1,0,0,0,0,0
"3898746","83b38ccd911ea6","dc232af6fea36f","7b317e0a4764a7",0,0,44.2,0,0,0,81,0,0,0,0,1317,"duo-fpp",48,47,1663,0,0,0,0,0,0,112.5,2,0,0.1702
"3333682","e98a7493d9b861","e0fe4ee23d87dd","5991be13408685",0,0,0.5478,0,0,4,60,1000,0,0,0,1887,"squad-fpp",30,30,-1,0,1700,0,0,0,0,2706,6,1500,0.5517
"2342880","6720e230054256","507cbf946a1761","0f25f253f06836",1,0,100,1,0,0,33,0,1,1,11.17,1389,"duo-fpp",49,48,1484,0,0,0,0,0,0,162,1,0,0.4375
"1649314","7cd7b88628f009","6f8be0f8d69c9a","681ae5b08c2693",0,0,160.3,2,0,1,30,0,1,1,26.64,1379,"duo-fpp",48,45,1527,1,0,0,0,0,0,1077,3,0,0.5319
"2926547","9ea2f3647d818e","615094fd8e1fdb","90da39d8615853",0,4,130.5,1,0,9,44,0,0,0,0,1918,"squad-fpp",28,26,1483,1,8470,0,0,0,0,1821,6,0,0.7778
"3006734","dadd7ac6260bf5","d5ec93e4f5449b","806ed39ee42393",0,0,93.31,0,0,0,81,0,0,0,0,1415,"duo-fpp",46,43,1454,0,0,0,29.53,0,0,56.12,1,0,0.0444
"2461763","47a5a9999e46d1","c6888363cae2c9","9a5219783267c3",3,2,1015,9,3,2,1,1000,10,2,199.6,1301,"squad-fpp",29,29,-1,0,0,0,0,0,0,3401,4,1500,1
"3622228","85aa1e19acd8a9","3d2fb4b6c9fe5c","0c0796f8df3425",0,0,70.52,0,0,0,96,1309,0,0,0,1335,"solo-fpp",96,92,-1,0,0,0,0,0,0,7.881,1,1414,0
"2896255","736670be53b8ec","10c75e32495a30","fd24a92684ede0",0,0,0,0,0,0,63,1054,0,0,0,1396,"solo",97,94,-1,0,0,0,0,0,0,542.6,7,1479,0.3958
"621481","c003f15da82dd9","baf6f990add306","b9e3383f1783b0",0,0,0,0,0,0,96,0,0,0,0,1871,"duo",49,46,1512,0,0,0,0,0,0,53.94,1,0,0
"2527526","6eafca0c0001bb","8ae1231ffb984d","1d989da2885a1d",0,0,77.48,1,0,0,31,1194,1,1,7.258,1901,"squad-fpp",32,32,-1,0,0,0,0,0,0,1834,8,1542,0.7419
"1093864","ea628c9efdf371","c4520dc5192461","9b7ed93f229349",0,1,0,0,0,1,70,1080,0,0,0,1426,"duo-fpp",49,46,-1,0,0,0,0,0,0,241.4,3,1447,0.4375
"40870","4fca4c23978f45","246b99cf34f988","1ea03db6b6d6b6",0,0,0,0,0,0,92,0,0,0,0,1390,"squad",27,26,1500,0,0,0,0,0,0,5.984,0,0,0
"1699163","04dda7d1e5489b","e071c7b3f01c3d","f66dd4ea96d1a0",0,0,0,0,0,0,48,1135,0,0,0,1764,"duo",46,44,-1,1,1799,0,0,0,0,2413,5,1532,0.6444
"83994","c5d9f4633ef304","a200b7f0a60f9a","539db5eede2d9b",0,0,22.95,0,0,0,60,0,0,0,0,1815,"solo-fpp",95,86,1500,0,0,0,0,0,0,241.5,2,0,0.3936
"171841","20bcc3796cf0ba","80c8cc4be8bf5b","141d354b810d36",0,2,80.98,0,0,0,54,0,0,0,0,1515,"solo-fpp",93,91,1674,0,0,0,0,0,0,1909,4,0,0.6848
"851086","3e16cc86af1316","7649db4ab0e312","b13ef78d3dedb6",0,0,70.52,0,0,0,70,1500,0,0,0,1807,"solo-fpp",91,89,-1,0,0,0,0,0,0,223.5,2,1493,0.3111
"908221","1d196de0d21d67","1997fd88ce1ab7","3da6db9601413d",0,0,157.6,1,0,7,26,0,1,1,19.48,1290,"squad-fpp",30,30,1510,0,0,0,0,0,0,1883,6,0,0.7931
"2127906","4a9891710b7339","53799fe13d1c75","779a011ae7b09e",0,1,158.3,2,0,3,38,0,1,1,18.29,1892,"squad",26,25,1492,0,701.7,0,0,0,0,437.5,3,0,0
"1864803","796878110b1a1a","aea1aa3026aafd","0ada3ab81e0be6",0,1,100,1,0,5,61,0,0,0,0,1368,"squad-fpp",30,30,1496,0,0,0,0,0,0,191.4,4,0,0.4483
"2775500","ad82653c0e8c5e","283e788f28dc18","507753be5b9669",0,0,100,1,0,0,37,0,1,1,11.18,1450,"duo-fpp",49,48,1545,0,0,0,0,0,0,100.2,1,0,0.1875
"2930102","6ffc80e640a119","77a516debc04c0","fd8fc672b5d2f6",0,0,0,0,0,0,60,0,0,0,0,1350,"solo",99,96,1509,0,515.6,0,0,0,0,582.4,5,0,0.5612
"180674","e9b8d77803ba8e","55a1a93759b5a7","5f73a94c3a5a0a",0,0,80.65,1,0,0,26,0,1,1,50.47,1259,"duo-fpp",41,38,1465,0,0,0,0,0,0,1545,5,0,0.65
"2429743","1152461719f3cb","fa229c16ade432","789a8686716412",0,0,195.3,1,0,0,25,0,1,1,77.87,1382,"duo",47,45,1500,0,0,0,0,0,0,303.5,2,0,0.3913
"3884981","c5c96d5e870e81","9a5f413ef0f57c","eb9015ab9e64fc",0,0,0,0,0,0,74,1026,0,0,0,1259,"squad-fpp",29,29,-1,0,0,0,0,0,0,130.8,5,1500,0.25
"1447133","a721f4900dcb54","b0d46c0c43946b","b79ed961d37e7e",0,1,100,1,0,1,60,1000,0,0,0,1455,"duo-fpp",47,45,-1,0,0,0,0,0,0,1414,4,1500,0.5435
"136212","39bbf96dd9185e","a166ee6a566f35","a5de3356cbd170",0,0,0,0,0,0,88,0,0,0,0,1904,"squad-fpp",27,25,1363,0,0,0,0,0,0,133.5,5,0,0
"3334450","75b2fc6ee2f87d","e27e1dc0bf5c35","852c2dc4b76478",0,2,49.66,0,0,0,55,0,0,0,0,1972,"squad",27,26,1597,0,4442,0,0,0,0,1953,5,0,0.6154
"3064757","1b9d3e964aed76","b101044e725ebd","b8a0b8ee083798",0,0,0,0,0,0,83,0,0,0,0,1850,"squad-fpp",28,27,1405,0,0,0,0,0,0,131.8,1,0,0.2222
"1570337","f96d9c7c00f589","58619eb1abc0b5","a897a89b23ee97",0,1,311.8,2,0,1,20,0,2,1,12.18,1311,"squad-fpp",29,29,1501,0,0,0,0,0,0,311.3,2,0,0.5
"1446528","3de0b0f10ea100","57d794127b6c87","39eca392768c57",0,0,0,0,0,0,83,0,0,0,0,1857,"duo-fpp",49,48,1567,0,0,0,0,0,0,253.4,1,0,0.125
"3112380","464a9734792e81","ab8eac9e3f3855","67cc0ee9b96c39",0,0,23.03,0,0,0,82,1256,0,0,0,1897,"solo",93,93,-1,0,0,0,0,0,0,131.7,2,1575,0.1413
"3822530","3a538ee51e1122","7b7701bef89670","4ee0fe93274cad",0,1,39.7,0,0,0,71,0,0,0,0,2063,"solo",94,91,1711,0,0,0,0,0,0,527.2,3,0,0.2903
"3118284","3065db9a0cbe4b","937ff4f2d090f1","5f7dd68751b5c6",0,0,128.4,1,0,0,35,1125,1,1,9.134,2180,"duo-fpp",47,46,-1,0,482.1,0,0,0,0,99.01,1,1542,0.2609
"2234176","51d536ee151789","917d7cedec52ea","b8e1c1f8e11b27",0,0,23.22,0,0,2,80,1247,0,0,0,1966,"duo-fpp",50,48,-1,0,0,0,0,0,0,261,3,1519,0.2245
"3345431","4b636eccb6a865","bddd4579dd3f26","09106c9dc465cf",0,2,0,0,0,0,61,1108,0,0,0,1515,"squad-fpp",29,28,-1,0,748.1,0,0,0,0,823,5,1471,0.5714
"4322954","4432ec9a927c2c","bcda9cafff17aa","c0298e42470617",0,1,52.56,1,0,1,19,1437,2,2,23.93,1887,"squad-fpp",32,30,-1,0,0,0,0,0,0,793.3,3,1458,0.3548
"2917638","6fc87e298da316","d1ed2829ae2647","6c4506219d0c73",0,0,0,0,0,0,75,1198,0,0,0,1370,"solo-fpp",99,98,-1,0,0,0,0,0,0,146.4,3,1473,0.2755
"1798661","aa3783169da4bb","470fd3731c7f11","bd2f5b9c0beca1",0,0,0,0,0,0,58,0,0,0,0,1946,"squad-fpp",27,26,1500,0,0,0,0,0,0,1045,5,0,0.5385
